age,job,marital,education,default,balance,housing,loan,campaign,day,month,duration,y
38,blue-collar,single,secondary,no,1137,no,no,1,13,may,316,no
50,blue-collar,married,primary,no,216,yes,no,1,13,may,137,no
51,blue-collar,married,primary,no,3185,yes,no,1,13,may,154,no
28,housemaid,married,secondary,yes,65,yes,yes,1,13,may,165,no
47,blue-collar,married,primary,no,-287,yes,no,1,13,may,201,no
42,admin.,single,secondary,no,4253,yes,no,1,13,may,146,no
27,admin.,single,secondary,no,557,yes,no,2,13,may,466,no
37,management,married,tertiary,no,2019,yes,no,1,13,may,368,no
48,admin.,divorced,secondary,no,83,yes,no,1,13,may,1101,yes
32,services,married,secondary,no,28,yes,no,1,13,may,88,no
47,admin.,married,secondary,no,411,yes,no,1,13,may,157,no
29,admin.,married,secondary,no,69,yes,no,4,13,may,77,no
37,management,single,tertiary,no,1339,yes,no,6,13,may,96,no
52,blue-collar,married,secondary,no,1117,yes,no,1,13,may,365,no
36,technician,married,secondary,no,55,yes,no,2,13,may,38,no
58,retired,married,primary,no,747,yes,yes,1,13,may,104,no
45,blue-collar,married,secondary,no,192,yes,no,5,13,may,154,no
21,blue-collar,single,secondary,no,292,yes,yes,4,13,may,148,no
31,blue-collar,married,primary,no,1127,yes,no,1,13,may,43,no
35,services,single,secondary,no,143,yes,yes,1,13,may,68,no
31,admin.,married,secondary,no,879,yes,no,1,13,may,394,yes
59,management,married,secondary,no,771,no,no,2,13,may,125,no
39,blue-collar,married,primary,no,1004,yes,no,2,13,may,364,no
37,blue-collar,married,secondary,no,3173,yes,no,1,13,may,179,no
35,services,single,secondary,no,-639,yes,yes,1,13,may,427,no
35,technician,single,secondary,no,450,yes,no,1,13,may,63,no
34,technician,married,secondary,no,-56,yes,no,2,13,may,197,no
35,unemployed,single,secondary,no,2116,yes,no,2,13,may,409,no
36,management,married,tertiary,no,481,yes,no,1,13,may,215,no
36,blue-collar,single,secondary,yes,-1157,yes,no,2,13,may,323,no
32,management,single,secondary,no,416,yes,no,1,13,may,290,no
29,blue-collar,married,secondary,no,1052,yes,no,1,13,may,147,no
38,blue-collar,single,secondary,no,3344,yes,no,1,13,may,143,no
40,services,married,secondary,no,-378,yes,yes,1,13,may,541,no
30,services,divorced,secondary,no,0,yes,no,1,13,may,172,no
34,blue-collar,married,secondary,no,7063,yes,no,1,13,may,309,no
46,blue-collar,divorced,primary,no,-35,yes,no,1,13,may,69,no
49,admin.,divorced,primary,no,112,yes,no,1,13,may,79,no
45,management,divorced,tertiary,yes,-946,yes,no,1,13,may,213,no
28,technician,single,tertiary,no,1026,yes,no,3,13,may,101,no
37,blue-collar,married,secondary,no,0,yes,no,1,13,may,54,no
30,services,divorced,secondary,no,341,yes,no,1,13,may,54,no
34,self-employed,single,tertiary,no,1798,yes,no,3,13,may,196,no
39,blue-collar,married,secondary,no,1360,yes,no,1,13,may,247,no
41,admin.,married,secondary,no,158,yes,no,1,13,may,426,no
44,blue-collar,divorced,secondary,no,338,yes,no,1,13,may,133,no
37,technician,single,secondary,no,267,no,no,1,13,may,121,no
33,services,married,secondary,no,162,yes,no,1,13,may,135,no
35,blue-collar,divorced,secondary,no,0,yes,no,2,13,may,404,no
51,admin.,married,secondary,no,42,yes,no,2,13,may,80,no
51,blue-collar,divorced,primary,no,37,yes,no,1,13,may,341,no
39,blue-collar,married,primary,no,499,yes,no,1,13,may,156,no
30,admin.,married,secondary,no,396,yes,no,3,13,may,366,yes
50,services,married,secondary,no,481,yes,no,1,13,may,168,no
45,blue-collar,divorced,primary,no,-69,yes,no,2,13,may,118,no
44,blue-collar,divorced,primary,no,70,yes,no,1,13,may,176,no
32,services,married,secondary,no,1670,no,no,1,13,may,223,no
34,management,married,tertiary,no,3050,yes,no,1,13,may,469,yes
55,blue-collar,divorced,unknown,no,276,yes,no,1,13,may,35,no
37,housemaid,divorced,secondary,no,1040,yes,no,1,13,may,199,no
31,blue-collar,married,primary,no,951,yes,no,1,13,may,206,no
42,blue-collar,married,primary,no,969,yes,no,1,13,may,721,no
32,blue-collar,married,secondary,no,-64,yes,no,1,13,may,641,no
43,management,divorced,secondary,no,229,yes,yes,1,13,may,163,no
33,services,married,secondary,no,210,yes,no,2,13,may,1207,yes
47,blue-collar,married,primary,no,-169,no,yes,1,13,may,234,no
32,management,single,tertiary,no,593,yes,no,3,13,may,86,no
43,self-employed,divorced,secondary,no,484,yes,no,2,13,may,180,no
34,blue-collar,married,secondary,no,0,yes,no,4,13,may,68,no
29,entrepreneur,married,secondary,no,5918,yes,no,1,13,may,103,no
59,blue-collar,married,primary,no,-91,yes,no,1,13,may,239,no
47,management,married,secondary,no,623,yes,no,6,13,may,102,no
45,entrepreneur,divorced,tertiary,no,0,yes,no,2,13,may,325,no
45,blue-collar,married,tertiary,no,23,yes,yes,3,13,may,234,no
56,management,divorced,primary,no,26,yes,no,4,13,may,194,no
37,blue-collar,married,secondary,no,513,yes,no,1,13,may,134,no
52,services,married,primary,no,306,yes,no,5,13,may,650,yes
29,technician,single,secondary,no,0,yes,yes,4,13,may,77,no
48,services,divorced,secondary,no,-276,yes,yes,1,13,may,674,yes
32,management,divorced,tertiary,no,1804,yes,no,1,13,may,122,no
37,management,single,tertiary,no,0,yes,no,1,13,may,109,no
50,management,married,primary,no,117,yes,no,4,13,may,216,no
36,blue-collar,single,primary,no,1959,yes,no,1,13,may,1966,no
36,management,single,tertiary,no,1,yes,no,1,13,may,131,no
33,blue-collar,single,primary,no,863,yes,no,3,13,may,622,yes
59,admin.,married,secondary,no,506,yes,no,1,13,may,281,no
37,blue-collar,married,secondary,no,198,yes,no,5,13,may,156,no
35,blue-collar,single,secondary,no,546,yes,no,2,13,may,161,no
30,blue-collar,married,primary,no,236,yes,no,1,13,may,44,no
40,services,divorced,secondary,no,282,yes,no,1,13,may,240,no
34,unemployed,married,secondary,no,0,yes,no,1,13,may,172,no
31,blue-collar,married,secondary,no,864,yes,yes,1,13,may,127,no
31,blue-collar,married,secondary,no,1078,yes,no,1,13,may,248,no
36,blue-collar,married,primary,no,679,yes,yes,1,13,may,115,no
44,management,single,secondary,no,-228,yes,yes,1,13,may,38,no
27,entrepreneur,married,tertiary,no,79,yes,yes,1,13,may,201,no
25,self-employed,single,tertiary,no,882,yes,no,1,13,may,341,no
30,student,single,tertiary,no,228,yes,no,2,13,may,314,yes
36,services,married,tertiary,no,702,yes,no,4,13,may,52,no
36,management,single,secondary,no,1331,yes,no,3,13,may,77,no
40,blue-collar,single,primary,no,147,yes,no,1,13,may,109,no
30,admin.,single,secondary,no,186,yes,no,1,13,may,390,no
32,blue-collar,single,primary,no,180,yes,no,1,13,may,804,no
51,unemployed,married,secondary,no,-13,yes,no,1,13,may,361,no
37,management,single,tertiary,no,2576,yes,no,1,13,may,417,no
35,management,single,tertiary,no,1396,yes,no,1,13,may,809,yes
38,services,married,secondary,no,780,yes,no,1,13,may,262,no
35,self-employed,single,tertiary,no,670,no,yes,1,13,may,44,no
35,technician,married,secondary,no,1546,yes,no,1,13,may,156,no
39,technician,married,secondary,no,4741,yes,no,1,13,may,166,no
30,management,single,tertiary,no,365,yes,no,3,13,may,76,no
33,blue-collar,single,secondary,no,185,yes,no,1,13,may,298,no
37,blue-collar,married,secondary,no,208,no,no,1,13,may,466,no
51,blue-collar,divorced,primary,no,-19,yes,no,1,13,may,829,yes
35,blue-collar,married,secondary,no,0,yes,yes,8,13,may,291,no
35,blue-collar,married,secondary,no,328,yes,no,3,13,may,484,no
26,admin.,single,secondary,no,0,yes,no,3,13,may,204,no
57,blue-collar,married,primary,no,649,yes,no,2,13,may,169,no
23,services,single,secondary,no,292,yes,no,2,13,may,437,no
38,services,single,secondary,no,2253,yes,no,3,13,may,937,yes
35,admin.,single,tertiary,no,153,yes,no,3,13,may,37,no
31,blue-collar,married,secondary,no,295,yes,yes,3,13,may,193,no
41,management,single,tertiary,no,3371,yes,yes,2,13,may,204,no
43,blue-collar,divorced,secondary,no,47,yes,yes,2,13,may,163,no
36,management,single,tertiary,no,181,yes,no,2,13,may,159,no
59,services,married,secondary,no,2965,yes,no,3,13,may,1970,yes
55,management,married,primary,no,1691,yes,no,2,13,may,358,no
34,blue-collar,married,secondary,no,467,yes,no,2,13,may,195,no
44,management,divorced,tertiary,no,388,yes,no,2,13,may,246,no
40,blue-collar,divorced,secondary,no,635,yes,no,2,13,may,122,no
52,blue-collar,married,secondary,no,5828,yes,no,2,13,may,276,no
34,blue-collar,single,secondary,no,283,yes,no,2,13,may,151,no
27,services,single,secondary,no,223,yes,yes,2,13,may,297,no
40,blue-collar,married,secondary,no,125,yes,no,2,13,may,119,no
33,entrepreneur,single,tertiary,no,1481,yes,no,3,13,may,172,no
44,blue-collar,married,tertiary,no,1371,no,no,3,13,may,788,no
50,blue-collar,married,tertiary,no,267,yes,no,3,13,may,187,no
33,management,divorced,tertiary,no,5550,yes,no,2,13,may,124,no
39,blue-collar,single,primary,no,0,yes,yes,5,13,may,1975,yes
35,services,married,secondary,no,102,yes,no,5,13,may,252,no
47,admin.,divorced,tertiary,no,846,yes,no,2,13,may,85,no
34,management,single,tertiary,no,29,yes,no,2,13,may,248,no
35,blue-collar,married,secondary,no,2737,yes,no,3,13,may,199,no
29,entrepreneur,married,secondary,no,714,yes,yes,2,13,may,482,yes
37,services,single,tertiary,no,72,yes,no,2,13,may,98,no
51,blue-collar,divorced,secondary,no,581,yes,no,7,13,may,107,no
22,management,single,tertiary,no,374,yes,no,5,13,may,158,no
36,services,single,secondary,no,328,yes,no,3,13,may,194,no
40,blue-collar,divorced,unknown,no,528,yes,no,2,13,may,340,no
33,blue-collar,married,secondary,no,540,no,yes,2,13,may,88,no
37,blue-collar,married,secondary,no,426,yes,no,3,13,may,323,no
31,blue-collar,single,secondary,no,2194,no,no,2,13,may,275,no
44,management,married,tertiary,no,12392,yes,no,3,13,may,177,no
29,blue-collar,married,primary,no,97,yes,no,2,13,may,431,no
53,management,married,tertiary,no,-1112,yes,no,3,13,may,53,no
33,blue-collar,married,primary,no,410,yes,no,2,13,may,396,no
30,services,married,secondary,no,2191,yes,no,4,13,may,157,no
60,management,married,primary,no,-70,yes,no,2,13,may,65,no
41,services,married,secondary,no,471,yes,no,2,13,may,954,yes
26,admin.,single,secondary,no,96,yes,no,2,13,may,612,no
32,self-employed,married,secondary,no,8,yes,yes,2,13,may,251,no
38,management,married,tertiary,no,0,yes,no,5,13,may,537,no
57,management,divorced,tertiary,no,408,yes,no,2,13,may,402,no
27,blue-collar,single,primary,no,265,yes,no,2,13,may,1119,yes
39,admin.,married,secondary,no,9618,yes,no,2,13,may,94,no
37,management,single,secondary,no,1572,no,no,3,13,may,499,no
47,admin.,married,secondary,no,642,yes,no,2,13,may,197,no
44,technician,single,secondary,no,33,yes,no,3,13,may,195,no
25,blue-collar,single,primary,no,-289,yes,no,2,13,may,56,no
57,services,single,primary,no,3777,yes,no,2,13,may,65,no
43,blue-collar,married,primary,no,794,yes,no,3,13,may,38,no
37,blue-collar,married,secondary,no,-308,yes,no,4,13,may,168,no
45,blue-collar,married,secondary,no,577,yes,no,2,13,may,154,no
27,admin.,married,secondary,no,249,yes,no,2,13,may,307,no
42,services,single,tertiary,no,94,yes,no,4,13,may,45,no
45,management,married,tertiary,no,54,yes,no,3,13,may,107,no
37,services,married,secondary,no,1328,yes,no,2,13,may,121,no
42,blue-collar,married,secondary,no,-336,yes,no,3,13,may,318,no
35,technician,married,secondary,no,712,yes,yes,2,13,may,255,no
41,self-employed,married,secondary,no,305,yes,no,2,13,may,174,no
53,admin.,married,primary,no,234,yes,no,7,13,may,53,no
39,management,single,tertiary,no,93,yes,yes,2,13,may,196,no
35,blue-collar,single,secondary,no,8040,yes,no,2,13,may,173,no
60,management,divorced,secondary,no,0,yes,no,4,13,may,65,no
47,blue-collar,married,primary,no,6150,yes,no,2,13,may,444,no
32,blue-collar,married,secondary,no,210,yes,no,3,13,may,308,no
46,blue-collar,married,primary,no,5461,yes,no,2,13,may,562,no
29,blue-collar,single,secondary,no,1550,yes,yes,3,13,may,228,no
50,technician,divorced,secondary,no,-54,yes,yes,2,13,may,698,yes
49,services,married,secondary,no,2409,yes,no,4,13,may,272,no
39,blue-collar,married,primary,no,640,yes,no,4,13,may,220,no
35,services,single,secondary,no,0,yes,no,2,13,may,419,no
34,blue-collar,married,primary,no,3,yes,no,2,13,may,369,no
43,services,single,secondary,no,550,yes,no,2,13,may,107,no
36,management,divorced,tertiary,no,-978,yes,no,3,13,may,62,no
31,admin.,single,secondary,no,507,yes,no,2,13,may,65,no
58,management,married,tertiary,no,4152,yes,no,7,13,may,76,no
51,technician,married,secondary,no,-491,yes,yes,2,13,may,805,no
51,blue-collar,married,secondary,no,707,yes,no,5,13,may,97,no
36,blue-collar,married,secondary,no,330,yes,no,2,13,may,777,no
57,blue-collar,married,secondary,no,25,yes,no,2,13,may,378,no
46,management,married,tertiary,no,1103,yes,no,2,13,may,185,no
42,services,single,secondary,no,-193,yes,no,4,13,may,1805,no
41,services,divorced,secondary,no,654,yes,no,2,13,may,139,no
42,management,divorced,tertiary,no,47,yes,no,2,13,may,222,no
34,management,single,tertiary,no,3821,yes,no,2,13,may,649,yes
31,services,single,secondary,no,222,yes,no,2,13,may,168,no
35,blue-collar,married,primary,no,445,yes,no,2,13,may,237,no
47,blue-collar,married,primary,no,3067,yes,no,2,13,may,141,no
39,blue-collar,married,secondary,no,41,yes,no,3,13,may,135,no
43,management,married,tertiary,no,1264,yes,no,2,13,may,102,no
56,technician,married,unknown,no,84,yes,no,2,13,may,65,no
32,technician,single,secondary,no,271,yes,no,2,13,may,80,no
46,services,divorced,secondary,no,2268,yes,no,3,13,may,281,no
36,services,married,secondary,no,-302,yes,no,2,13,may,36,no
47,blue-collar,divorced,primary,no,409,yes,no,2,13,may,143,no
38,blue-collar,married,primary,no,168,yes,yes,3,13,may,212,no
34,blue-collar,married,secondary,no,3778,yes,no,3,13,may,259,no
31,services,married,secondary,no,143,yes,no,2,13,may,221,no
35,unemployed,single,secondary,no,9,yes,no,2,13,may,84,no
42,management,married,tertiary,no,1162,yes,no,5,13,may,406,no
41,blue-collar,married,secondary,no,-664,yes,yes,4,13,may,185,no
45,technician,divorced,secondary,no,809,yes,no,2,13,may,155,no
31,unemployed,married,tertiary,no,232,yes,no,3,13,may,53,no
51,services,married,secondary,no,107,yes,no,2,13,may,99,no
34,blue-collar,single,secondary,no,39,no,no,2,13,may,254,no
38,blue-collar,divorced,primary,no,0,yes,no,2,13,may,531,yes
33,blue-collar,married,primary,no,324,yes,no,2,13,may,217,no
51,blue-collar,married,primary,no,1203,yes,yes,4,13,may,25,no
38,technician,single,tertiary,no,69,yes,no,3,13,may,253,no
40,blue-collar,married,primary,no,104,yes,no,2,13,may,277,no
36,blue-collar,married,primary,no,2040,yes,no,2,13,may,125,no
37,admin.,married,secondary,no,68,yes,yes,2,13,may,151,no
30,blue-collar,single,primary,no,17,yes,no,3,13,may,125,no
35,housemaid,single,secondary,no,-122,yes,yes,5,13,may,97,no
52,management,divorced,secondary,no,-607,yes,no,6,13,may,449,no
34,blue-collar,married,secondary,no,113,yes,no,2,13,may,16,no
45,admin.,married,secondary,no,358,yes,no,2,13,may,134,no
35,blue-collar,married,secondary,no,635,yes,no,2,13,may,265,no
36,blue-collar,married,primary,no,38,yes,yes,2,13,may,285,no
49,admin.,single,primary,no,655,yes,no,5,13,may,32,no
42,blue-collar,married,primary,no,21,yes,no,5,13,may,383,no
52,management,married,tertiary,no,0,yes,no,3,13,may,179,no
55,retired,married,secondary,no,1279,yes,no,3,13,may,446,no
33,blue-collar,married,primary,no,142,yes,no,5,13,may,136,no
44,admin.,divorced,tertiary,no,994,yes,no,3,13,may,420,no
39,blue-collar,married,secondary,no,0,yes,no,3,13,may,513,no
40,management,married,tertiary,no,342,yes,no,4,13,may,133,no
42,services,married,secondary,no,108,yes,yes,2,13,may,225,no
32,blue-collar,married,secondary,no,335,yes,no,3,13,may,240,no
27,management,single,tertiary,no,205,no,no,3,13,may,204,no
35,blue-collar,married,primary,no,298,yes,no,2,13,may,135,no
47,blue-collar,married,unknown,no,878,yes,no,4,13,may,245,no
30,technician,single,tertiary,no,106,yes,no,3,13,may,119,no
29,services,divorced,secondary,no,-7,yes,no,3,13,may,1279,yes
29,services,married,secondary,no,182,yes,no,3,13,may,38,no
48,technician,married,secondary,no,-38,yes,no,3,13,may,331,no
33,technician,married,secondary,no,668,yes,yes,2,13,may,771,no
32,services,married,tertiary,no,4908,no,yes,2,13,may,491,no
40,blue-collar,married,primary,no,830,yes,no,3,13,may,873,yes
32,technician,single,tertiary,no,0,yes,yes,2,13,may,440,yes
55,technician,married,tertiary,no,639,yes,no,5,13,may,992,no
38,blue-collar,married,primary,no,4406,yes,no,2,13,may,689,yes
37,blue-collar,married,secondary,no,121,yes,yes,4,13,may,302,no
31,services,single,secondary,no,1510,yes,no,4,13,may,72,no
44,services,married,secondary,no,4837,yes,no,3,13,may,324,no
53,technician,married,secondary,no,6831,no,no,2,13,may,1130,yes
41,management,married,tertiary,no,1204,yes,yes,2,13,may,310,no
52,entrepreneur,married,secondary,no,3332,yes,yes,4,13,may,182,no
35,blue-collar,single,unknown,no,597,yes,no,2,13,may,1309,no
38,unemployed,single,secondary,no,1354,yes,no,2,13,may,364,no
49,entrepreneur,married,tertiary,no,4976,yes,no,9,13,may,36,no
29,blue-collar,single,primary,no,1768,yes,no,3,13,may,426,no
35,technician,married,secondary,no,-255,yes,no,3,13,may,196,no
33,technician,single,secondary,no,181,yes,no,7,13,may,25,no
32,blue-collar,married,secondary,no,-446,no,no,2,13,may,126,no
39,management,single,tertiary,no,30,yes,no,3,13,may,201,no
42,services,divorced,secondary,no,83,no,no,5,13,may,300,no
35,services,divorced,secondary,no,78,yes,no,3,13,may,630,no
47,services,single,secondary,no,897,yes,no,4,13,may,48,no
45,admin.,married,secondary,no,1501,yes,no,3,13,may,189,no
30,management,single,tertiary,no,2,yes,yes,8,13,may,305,no
32,technician,married,tertiary,no,396,yes,no,3,13,may,205,no
27,student,single,secondary,no,89,yes,no,3,14,may,68,no
35,services,married,secondary,no,1417,yes,no,3,14,may,65,no
34,management,married,tertiary,no,186,yes,no,3,14,may,115,no
32,services,single,secondary,no,385,yes,no,2,14,may,247,no
51,entrepreneur,married,secondary,no,934,yes,yes,3,14,may,164,no
28,blue-collar,single,secondary,no,5,yes,no,2,14,may,178,no
26,services,single,tertiary,no,130,yes,no,7,14,may,24,no
29,admin.,single,secondary,no,65,yes,no,6,14,may,9,no
38,management,divorced,tertiary,no,1149,yes,no,4,14,may,91,no
42,blue-collar,married,primary,no,1398,no,no,6,14,may,36,no
31,management,married,tertiary,no,22546,yes,no,6,14,may,8,no
37,services,married,secondary,no,1140,yes,no,3,14,may,33,no
37,blue-collar,married,secondary,no,3269,yes,yes,2,14,may,121,no
28,blue-collar,married,primary,no,674,yes,no,4,14,may,921,no
30,blue-collar,married,secondary,no,2583,yes,no,3,14,may,436,no
35,blue-collar,married,unknown,no,568,yes,no,2,14,may,119,no
35,blue-collar,single,primary,no,1284,yes,no,5,14,may,13,no
45,blue-collar,married,primary,no,528,yes,no,7,14,may,16,no
40,blue-collar,single,primary,no,2226,yes,no,7,14,may,7,no
34,services,single,secondary,no,183,yes,no,4,14,may,259,no
55,entrepreneur,divorced,tertiary,no,903,yes,no,3,14,may,536,no
